2022-05-15 13:05:661 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 17:05:588 INFO  HomePage :70 - Clicking on menu tab: [[[ChromeDriver: chrome on WINDOWS (59f498e1bcc4f4e58bb3c74961788bf0)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (59f498e1bcc4f4e58bb3c74961788bf0)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (59f498e1bcc4f4e58bb3c74961788bf0)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (59f498e1bcc4f4e58bb3c74961788bf0)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (59f498e1bcc4f4e58bb3c74961788bf0)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (59f498e1bcc4f4e58bb3c74961788bf0)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (59f498e1bcc4f4e58bb3c74961788bf0)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a]]
2022-05-15 17:05:31 INFO  ComputerPage :43 - Clicking on Desktop link: [[ChromeDriver: chrome on WINDOWS (59f498e1bcc4f4e58bb3c74961788bf0)] -> xpath: //li[@class='inactive']//a[normalize-space()='Desktops']]
2022-05-15 17:05:927 INFO  DesktopsPage :60 - Selecting product from Desktop page: Build your own computer[[ChromeDriver: chrome on WINDOWS (59f498e1bcc4f4e58bb3c74961788bf0)] -> xpath: //div[@class='picture']]
2022-05-15 17:05:975 INFO  BuildYourOwnComputerPage :59 - Select Processor: 2.5 GHz Intel Pentium Dual-Core E2200 [+$15.00][[ChromeDriver: chrome on WINDOWS (59f498e1bcc4f4e58bb3c74961788bf0)] -> xpath: //select[@id='product_attribute_1']]
2022-05-15 17:05:37 INFO  BuildYourOwnComputerPage :64 - Select RAM: 4GB [+$20.00][[ChromeDriver: chrome on WINDOWS (59f498e1bcc4f4e58bb3c74961788bf0)] -> xpath: //select[@id='product_attribute_2']]
2022-05-15 17:05:96 INFO  BuildYourOwnComputerPage :69 - Clicking on Harddisk radio button  : 400 GB [+$100.00][[ChromeDriver: chrome on WINDOWS (59f498e1bcc4f4e58bb3c74961788bf0)] -> xpath: //input[@name='product_attribute_3']]
2022-05-15 17:05:145 INFO  BuildYourOwnComputerPage :74 - Clicking on Operating system radio button: Vista Premium [+$60.00][[ChromeDriver: chrome on WINDOWS (59f498e1bcc4f4e58bb3c74961788bf0)] -> xpath: //input[@name= 'product_attribute_4']]
2022-05-15 17:05:205 INFO  BuildYourOwnComputerPage :79 - Select Software: Acrobat Reader [+$10.00][[ChromeDriver: chrome on WINDOWS (59f498e1bcc4f4e58bb3c74961788bf0)] -> xpath: //input[@name= 'product_attribute_5']]
2022-05-15 17:05:245 INFO  BuildYourOwnComputerPage :84 - Clicking on  Add to cart button: [[ChromeDriver: chrome on WINDOWS (59f498e1bcc4f4e58bb3c74961788bf0)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-15 17:05:510 INFO  BuildYourOwnComputerPage :88 - Getting text from: [[ChromeDriver: chrome on WINDOWS (59f498e1bcc4f4e58bb3c74961788bf0)] -> xpath: //p[contains(.,'The product has been added to your shopping cart')]]
2022-05-15 17:05:534 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 17:05:542 INFO  HomePage :70 - Clicking on menu tab: [[[ChromeDriver: chrome on WINDOWS (e0ce9f71a61c3d2cc38f4d0925d829a7)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (e0ce9f71a61c3d2cc38f4d0925d829a7)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (e0ce9f71a61c3d2cc38f4d0925d829a7)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (e0ce9f71a61c3d2cc38f4d0925d829a7)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (e0ce9f71a61c3d2cc38f4d0925d829a7)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (e0ce9f71a61c3d2cc38f4d0925d829a7)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (e0ce9f71a61c3d2cc38f4d0925d829a7)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a]]
2022-05-15 17:05:995 INFO  ComputerPage :43 - Clicking on Desktop link: [[ChromeDriver: chrome on WINDOWS (e0ce9f71a61c3d2cc38f4d0925d829a7)] -> xpath: //li[@class='inactive']//a[normalize-space()='Desktops']]
2022-05-15 17:05:772 INFO  DesktopsPage :60 - Selecting product from Desktop page: Build your own computer[[ChromeDriver: chrome on WINDOWS (e0ce9f71a61c3d2cc38f4d0925d829a7)] -> xpath: //div[@class='picture']]
2022-05-15 17:05:822 INFO  BuildYourOwnComputerPage :59 - Select Processor: 2.5 GHz Intel Pentium Dual-Core E2200 [+$15.00][[ChromeDriver: chrome on WINDOWS (e0ce9f71a61c3d2cc38f4d0925d829a7)] -> xpath: //select[@id='product_attribute_1']]
2022-05-15 17:05:895 INFO  BuildYourOwnComputerPage :64 - Select RAM: 8GB [+$60.00][[ChromeDriver: chrome on WINDOWS (e0ce9f71a61c3d2cc38f4d0925d829a7)] -> xpath: //select[@id='product_attribute_2']]
2022-05-15 17:05:961 INFO  BuildYourOwnComputerPage :69 - Clicking on Harddisk radio button  : 320 GB[[ChromeDriver: chrome on WINDOWS (e0ce9f71a61c3d2cc38f4d0925d829a7)] -> xpath: //input[@name='product_attribute_3']]
2022-05-15 17:05:15 INFO  BuildYourOwnComputerPage :74 - Clicking on Operating system radio button: Vista Home [+$50.00][[ChromeDriver: chrome on WINDOWS (e0ce9f71a61c3d2cc38f4d0925d829a7)] -> xpath: //input[@name= 'product_attribute_4']]
2022-05-15 17:05:63 INFO  BuildYourOwnComputerPage :79 - Select Software: Total Commander [+$5.00][[ChromeDriver: chrome on WINDOWS (e0ce9f71a61c3d2cc38f4d0925d829a7)] -> xpath: //input[@name= 'product_attribute_5']]
2022-05-15 17:05:110 INFO  BuildYourOwnComputerPage :84 - Clicking on  Add to cart button: [[ChromeDriver: chrome on WINDOWS (e0ce9f71a61c3d2cc38f4d0925d829a7)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-15 17:05:937 INFO  BuildYourOwnComputerPage :88 - Getting text from: [[ChromeDriver: chrome on WINDOWS (e0ce9f71a61c3d2cc38f4d0925d829a7)] -> xpath: //p[contains(.,'The product has been added to your shopping cart')]]
2022-05-15 20:05:704 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 20:05:623 INFO  HomePage :70 - Clicking on menu tab: [[[ChromeDriver: chrome on WINDOWS (b5b7fbca27551b96dc4ec8fc671ea7d9)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (b5b7fbca27551b96dc4ec8fc671ea7d9)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (b5b7fbca27551b96dc4ec8fc671ea7d9)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (b5b7fbca27551b96dc4ec8fc671ea7d9)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (b5b7fbca27551b96dc4ec8fc671ea7d9)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (b5b7fbca27551b96dc4ec8fc671ea7d9)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (b5b7fbca27551b96dc4ec8fc671ea7d9)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a]]
2022-05-15 20:05:672 INFO  ComputerPage :37 - Getting text from: [[ChromeDriver: chrome on WINDOWS (b5b7fbca27551b96dc4ec8fc671ea7d9)] -> xpath: //h1[contains(text(),'Computers')]]
2022-05-15 20:05:896 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 20:05:739 INFO  HomePage :70 - Clicking on menu tab: [[[ChromeDriver: chrome on WINDOWS (d9fe98137281e9c3edb287a819ad824d)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (d9fe98137281e9c3edb287a819ad824d)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (d9fe98137281e9c3edb287a819ad824d)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (d9fe98137281e9c3edb287a819ad824d)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (d9fe98137281e9c3edb287a819ad824d)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (d9fe98137281e9c3edb287a819ad824d)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (d9fe98137281e9c3edb287a819ad824d)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a]]
2022-05-15 20:05:618 INFO  ComputerPage :43 - Clicking on Desktop link: [[ChromeDriver: chrome on WINDOWS (d9fe98137281e9c3edb287a819ad824d)] -> xpath: //li[@class='inactive']//a[normalize-space()='Desktops']]
2022-05-15 20:05:699 INFO  DesktopsPage :40 - Getting text from: [[ChromeDriver: chrome on WINDOWS (d9fe98137281e9c3edb287a819ad824d)] -> xpath: //h1[normalize-space()='Desktops']]
2022-05-15 20:05:296 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 20:05:115 INFO  HomePage :70 - Clicking on menu tab: [[[ChromeDriver: chrome on WINDOWS (fc8f319f823880ee0bb3b722be0326ef)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (fc8f319f823880ee0bb3b722be0326ef)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (fc8f319f823880ee0bb3b722be0326ef)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (fc8f319f823880ee0bb3b722be0326ef)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (fc8f319f823880ee0bb3b722be0326ef)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (fc8f319f823880ee0bb3b722be0326ef)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (fc8f319f823880ee0bb3b722be0326ef)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a]]
2022-05-15 20:05:798 INFO  ComputerPage :43 - Clicking on Desktop link: [[ChromeDriver: chrome on WINDOWS (fc8f319f823880ee0bb3b722be0326ef)] -> xpath: //li[@class='inactive']//a[normalize-space()='Desktops']]
2022-05-15 20:05:63 INFO  DesktopsPage :60 - Selecting product from Desktop page: Build your own computer[[ChromeDriver: chrome on WINDOWS (fc8f319f823880ee0bb3b722be0326ef)] -> xpath: //div[@class='picture']]
2022-05-15 20:05:205 INFO  BuildYourOwnComputerPage :59 - Select Processor: 2.2 GHz Intel Pentium Dual-Core E2200[[ChromeDriver: chrome on WINDOWS (fc8f319f823880ee0bb3b722be0326ef)] -> xpath: //select[@id='product_attribute_1']]
2022-05-15 20:05:375 INFO  BuildYourOwnComputerPage :64 - Select RAM: 2 GB[[ChromeDriver: chrome on WINDOWS (fc8f319f823880ee0bb3b722be0326ef)] -> xpath: //select[@id='product_attribute_2']]
2022-05-15 20:05:508 INFO  BuildYourOwnComputerPage :69 - Clicking on Harddisk radio button  : 320 GB[[ChromeDriver: chrome on WINDOWS (fc8f319f823880ee0bb3b722be0326ef)] -> xpath: //input[@name='product_attribute_3']]
2022-05-15 20:05:616 INFO  BuildYourOwnComputerPage :74 - Clicking on Operating system radio button: Vista Home [+$50.00][[ChromeDriver: chrome on WINDOWS (fc8f319f823880ee0bb3b722be0326ef)] -> xpath: //input[@name= 'product_attribute_4']]
2022-05-15 20:05:728 INFO  BuildYourOwnComputerPage :79 - Select Software: Microsoft Office [+$50.00][[ChromeDriver: chrome on WINDOWS (fc8f319f823880ee0bb3b722be0326ef)] -> xpath: //input[@name= 'product_attribute_5']]
2022-05-15 20:05:846 INFO  BuildYourOwnComputerPage :84 - Clicking on  Add to cart button: [[ChromeDriver: chrome on WINDOWS (fc8f319f823880ee0bb3b722be0326ef)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-15 20:05:676 INFO  BuildYourOwnComputerPage :88 - Getting text from: [[ChromeDriver: chrome on WINDOWS (fc8f319f823880ee0bb3b722be0326ef)] -> xpath: //p[contains(.,'The product has been added to your shopping cart')]]
2022-05-15 20:05:857 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 20:05:463 INFO  HomePage :70 - Clicking on menu tab: [[[ChromeDriver: chrome on WINDOWS (8b6a25ebde5c7816c8f1a7a5aa593b50)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (8b6a25ebde5c7816c8f1a7a5aa593b50)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (8b6a25ebde5c7816c8f1a7a5aa593b50)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (8b6a25ebde5c7816c8f1a7a5aa593b50)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (8b6a25ebde5c7816c8f1a7a5aa593b50)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (8b6a25ebde5c7816c8f1a7a5aa593b50)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (8b6a25ebde5c7816c8f1a7a5aa593b50)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a]]
2022-05-15 20:05:189 INFO  ComputerPage :43 - Clicking on Desktop link: [[ChromeDriver: chrome on WINDOWS (8b6a25ebde5c7816c8f1a7a5aa593b50)] -> xpath: //li[@class='inactive']//a[normalize-space()='Desktops']]
2022-05-15 20:05:514 INFO  DesktopsPage :60 - Selecting product from Desktop page: Build your own computer[[ChromeDriver: chrome on WINDOWS (8b6a25ebde5c7816c8f1a7a5aa593b50)] -> xpath: //div[@class='picture']]
2022-05-15 20:05:598 INFO  BuildYourOwnComputerPage :59 - Select Processor: 2.5 GHz Intel Pentium Dual-Core E2200 [+$15.00][[ChromeDriver: chrome on WINDOWS (8b6a25ebde5c7816c8f1a7a5aa593b50)] -> xpath: //select[@id='product_attribute_1']]
2022-05-15 20:05:705 INFO  BuildYourOwnComputerPage :64 - Select RAM: 4GB [+$20.00][[ChromeDriver: chrome on WINDOWS (8b6a25ebde5c7816c8f1a7a5aa593b50)] -> xpath: //select[@id='product_attribute_2']]
2022-05-15 20:05:823 INFO  BuildYourOwnComputerPage :69 - Clicking on Harddisk radio button  : 400 GB [+$100.00][[ChromeDriver: chrome on WINDOWS (8b6a25ebde5c7816c8f1a7a5aa593b50)] -> xpath: //input[@name='product_attribute_3']]
2022-05-15 20:05:926 INFO  BuildYourOwnComputerPage :74 - Clicking on Operating system radio button: Vista Premium [+$60.00][[ChromeDriver: chrome on WINDOWS (8b6a25ebde5c7816c8f1a7a5aa593b50)] -> xpath: //input[@name= 'product_attribute_4']]
2022-05-15 20:05:26 INFO  BuildYourOwnComputerPage :79 - Select Software: Acrobat Reader [+$10.00][[ChromeDriver: chrome on WINDOWS (8b6a25ebde5c7816c8f1a7a5aa593b50)] -> xpath: //input[@name= 'product_attribute_5']]
2022-05-15 20:05:116 INFO  BuildYourOwnComputerPage :84 - Clicking on  Add to cart button: [[ChromeDriver: chrome on WINDOWS (8b6a25ebde5c7816c8f1a7a5aa593b50)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-15 20:05:968 INFO  BuildYourOwnComputerPage :88 - Getting text from: [[ChromeDriver: chrome on WINDOWS (8b6a25ebde5c7816c8f1a7a5aa593b50)] -> xpath: //p[contains(.,'The product has been added to your shopping cart')]]
2022-05-15 20:05:437 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 20:05:621 INFO  HomePage :70 - Clicking on menu tab: [[[ChromeDriver: chrome on WINDOWS (ec72d44a96461fcdb140f75c80dfb4f0)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (ec72d44a96461fcdb140f75c80dfb4f0)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (ec72d44a96461fcdb140f75c80dfb4f0)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (ec72d44a96461fcdb140f75c80dfb4f0)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (ec72d44a96461fcdb140f75c80dfb4f0)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (ec72d44a96461fcdb140f75c80dfb4f0)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a], [[ChromeDriver: chrome on WINDOWS (ec72d44a96461fcdb140f75c80dfb4f0)] -> xpath: //div[@class='header-menu']/child::ul[1]/li/a]]
2022-05-15 20:05:289 INFO  ComputerPage :43 - Clicking on Desktop link: [[ChromeDriver: chrome on WINDOWS (ec72d44a96461fcdb140f75c80dfb4f0)] -> xpath: //li[@class='inactive']//a[normalize-space()='Desktops']]
2022-05-15 20:05:467 INFO  DesktopsPage :60 - Selecting product from Desktop page: Build your own computer[[ChromeDriver: chrome on WINDOWS (ec72d44a96461fcdb140f75c80dfb4f0)] -> xpath: //div[@class='picture']]
2022-05-15 20:05:558 INFO  BuildYourOwnComputerPage :59 - Select Processor: 2.5 GHz Intel Pentium Dual-Core E2200 [+$15.00][[ChromeDriver: chrome on WINDOWS (ec72d44a96461fcdb140f75c80dfb4f0)] -> xpath: //select[@id='product_attribute_1']]
2022-05-15 20:05:675 INFO  BuildYourOwnComputerPage :64 - Select RAM: 8GB [+$60.00][[ChromeDriver: chrome on WINDOWS (ec72d44a96461fcdb140f75c80dfb4f0)] -> xpath: //select[@id='product_attribute_2']]
2022-05-15 20:05:792 INFO  BuildYourOwnComputerPage :69 - Clicking on Harddisk radio button  : 320 GB[[ChromeDriver: chrome on WINDOWS (ec72d44a96461fcdb140f75c80dfb4f0)] -> xpath: //input[@name='product_attribute_3']]
2022-05-15 20:05:900 INFO  BuildYourOwnComputerPage :74 - Clicking on Operating system radio button: Vista Home [+$50.00][[ChromeDriver: chrome on WINDOWS (ec72d44a96461fcdb140f75c80dfb4f0)] -> xpath: //input[@name= 'product_attribute_4']]
2022-05-15 20:05:04 INFO  BuildYourOwnComputerPage :79 - Select Software: Total Commander [+$5.00][[ChromeDriver: chrome on WINDOWS (ec72d44a96461fcdb140f75c80dfb4f0)] -> xpath: //input[@name= 'product_attribute_5']]
2022-05-15 20:05:97 INFO  BuildYourOwnComputerPage :84 - Clicking on  Add to cart button: [[ChromeDriver: chrome on WINDOWS (ec72d44a96461fcdb140f75c80dfb4f0)] -> xpath: //button[@id='add-to-cart-button-1']]
2022-05-15 20:05:395 INFO  BuildYourOwnComputerPage :88 - Getting text from: [[ChromeDriver: chrome on WINDOWS (ec72d44a96461fcdb140f75c80dfb4f0)] -> xpath: //p[contains(.,'The product has been added to your shopping cart')]]
2022-05-15 20:05:558 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 20:05:182 INFO  HomePage :41 - Clicking on login link: [[ChromeDriver: chrome on WINDOWS (c9dbb6d9a95eef8a92bc870bc2fcf84c)] -> link text: Log in]
2022-05-15 20:05:254 INFO  LoginPage :41 - Getting text from: [[ChromeDriver: chrome on WINDOWS (c9dbb6d9a95eef8a92bc870bc2fcf84c)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-15 20:05:270 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 20:05:744 INFO  HomePage :41 - Clicking on login link: [[ChromeDriver: chrome on WINDOWS (f1404b99c1ae03af9d6306e3562fc00e)] -> link text: Log in]
2022-05-15 20:05:867 INFO  LoginPage :47 - Sending text to email field box: [[ChromeDriver: chrome on WINDOWS (f1404b99c1ae03af9d6306e3562fc00e)] -> id: Email]
2022-05-15 20:05:972 INFO  LoginPage :52 - Sending text to password field box: [[ChromeDriver: chrome on WINDOWS (f1404b99c1ae03af9d6306e3562fc00e)] -> name: Password]
2022-05-15 20:05:628 INFO  LoginPage :57 - Clicking on login button: [[ChromeDriver: chrome on WINDOWS (f1404b99c1ae03af9d6306e3562fc00e)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 20:05:659 INFO  LoginPage :61 - Getting text from: [[ChromeDriver: chrome on WINDOWS (f1404b99c1ae03af9d6306e3562fc00e)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-15 20:05:695 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 20:05:735 INFO  HomePage :41 - Clicking on login link: [[ChromeDriver: chrome on WINDOWS (86648b8a0aaace83e60d36739781b15d)] -> link text: Log in]
2022-05-15 20:05:909 INFO  LoginPage :47 - Sending text to email field box: [[ChromeDriver: chrome on WINDOWS (86648b8a0aaace83e60d36739781b15d)] -> id: Email]
2022-05-15 20:05:11 INFO  LoginPage :52 - Sending text to password field box: [[ChromeDriver: chrome on WINDOWS (86648b8a0aaace83e60d36739781b15d)] -> name: Password]
2022-05-15 20:05:667 INFO  LoginPage :57 - Clicking on login button: [[ChromeDriver: chrome on WINDOWS (86648b8a0aaace83e60d36739781b15d)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 20:05:705 INFO  LoginPage :61 - Getting text from: [[ChromeDriver: chrome on WINDOWS (86648b8a0aaace83e60d36739781b15d)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-15 20:05:458 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 20:05:623 INFO  HomePage :41 - Clicking on login link: [[ChromeDriver: chrome on WINDOWS (f4b4f526518e4d7b6365e0cd64f0c0ad)] -> link text: Log in]
2022-05-15 20:05:790 INFO  LoginPage :47 - Sending text to email field box: [[ChromeDriver: chrome on WINDOWS (f4b4f526518e4d7b6365e0cd64f0c0ad)] -> id: Email]
2022-05-15 20:05:917 INFO  LoginPage :52 - Sending text to password field box: [[ChromeDriver: chrome on WINDOWS (f4b4f526518e4d7b6365e0cd64f0c0ad)] -> name: Password]
2022-05-15 20:05:716 INFO  LoginPage :57 - Clicking on login button: [[ChromeDriver: chrome on WINDOWS (f4b4f526518e4d7b6365e0cd64f0c0ad)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 20:05:746 INFO  LoginPage :61 - Getting text from: [[ChromeDriver: chrome on WINDOWS (f4b4f526518e4d7b6365e0cd64f0c0ad)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-15 20:05:770 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 20:05:711 INFO  HomePage :41 - Clicking on login link: [[ChromeDriver: chrome on WINDOWS (7d5d6070e5bf86d32d5425d80a3ee07b)] -> link text: Log in]
2022-05-15 20:05:855 INFO  LoginPage :47 - Sending text to email field box: [[ChromeDriver: chrome on WINDOWS (7d5d6070e5bf86d32d5425d80a3ee07b)] -> id: Email]
2022-05-15 20:05:06 INFO  LoginPage :52 - Sending text to password field box: [[ChromeDriver: chrome on WINDOWS (7d5d6070e5bf86d32d5425d80a3ee07b)] -> name: Password]
2022-05-15 20:05:733 INFO  LoginPage :57 - Clicking on login button: [[ChromeDriver: chrome on WINDOWS (7d5d6070e5bf86d32d5425d80a3ee07b)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-15 20:05:793 INFO  HomePage :50 - Getting text from: Proxy element for: DefaultElementLocator 'By.xpath: //a[contains(text(),'Log out')]'
2022-05-15 20:05:615 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 20:05:757 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 20:05:758 INFO  HomePage :63 - Clicking on register link: [[ChromeDriver: chrome on WINDOWS (7f84743c5a5de4a7a1e75748fe7ce7c0)] -> link text: Register]
2022-05-15 20:05:805 INFO  RegisterPage :92 - Getting text from: [[ChromeDriver: chrome on WINDOWS (7f84743c5a5de4a7a1e75748fe7ce7c0)] -> xpath: //h1[normalize-space()='Register']]
2022-05-15 20:05:959 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 20:05:24 INFO  HomePage :63 - Clicking on register link: [[ChromeDriver: chrome on WINDOWS (221bd65295aa54388006e0b72663ce6c)] -> link text: Register]
2022-05-15 20:05:153 INFO  RegisterPage :138 - Clicking on Register button: [[ChromeDriver: chrome on WINDOWS (221bd65295aa54388006e0b72663ce6c)] -> xpath: //button[@id='register-button']]
2022-05-15 20:05:195 INFO  RegisterPage :152 - Getting text from: [[ChromeDriver: chrome on WINDOWS (221bd65295aa54388006e0b72663ce6c)] -> xpath: //span[@id='FirstName-error']]
2022-05-15 20:05:250 INFO  RegisterPage :157 - Getting text from: [[ChromeDriver: chrome on WINDOWS (221bd65295aa54388006e0b72663ce6c)] -> xpath: //span[@id='LastName-error']]
2022-05-15 20:05:304 INFO  RegisterPage :162 - Getting text from: [[ChromeDriver: chrome on WINDOWS (221bd65295aa54388006e0b72663ce6c)] -> xpath: //span[@id='Email-error']]
2022-05-15 20:05:356 INFO  RegisterPage :167 - Getting text from: [[ChromeDriver: chrome on WINDOWS (221bd65295aa54388006e0b72663ce6c)] -> xpath: //span[@id='Password-error']]
2022-05-15 20:05:399 INFO  RegisterPage :167 - Getting text from: [[ChromeDriver: chrome on WINDOWS (221bd65295aa54388006e0b72663ce6c)] -> xpath: //span[@id='Password-error']]
2022-05-15 20:05:368 INFO  ManageDriver :30 - Launching Chrome Browser
2022-05-15 20:05:350 INFO  HomePage :63 - Clicking on register link: [[ChromeDriver: chrome on WINDOWS (5cf18824213b84add44cbfd0d8525c84)] -> link text: Register]
2022-05-15 20:05:515 INFO  RegisterPage :99 - Selecting Gender radio button: female[[ChromeDriver: chrome on WINDOWS (5cf18824213b84add44cbfd0d8525c84)] -> xpath: //div[@id='gender']]
2022-05-15 20:05:771 INFO  RegisterPage :104 - Enter First name: Meera[[ChromeDriver: chrome on WINDOWS (5cf18824213b84add44cbfd0d8525c84)] -> xpath: //input[@id='FirstName']]
2022-05-15 20:05:990 INFO  RegisterPage :109 - Enter Last name: Parmar[[ChromeDriver: chrome on WINDOWS (5cf18824213b84add44cbfd0d8525c84)] -> xpath: //input[@id='LastName']]
2022-05-15 20:05:148 INFO  RegisterPage :114 - Enter date of birth details: 11[[ChromeDriver: chrome on WINDOWS (5cf18824213b84add44cbfd0d8525c84)] -> xpath: //select[@name='DateOfBirthDay']]
2022-05-15 20:05:299 INFO  RegisterPage :116 - Enter month of birth details: November[[ChromeDriver: chrome on WINDOWS (5cf18824213b84add44cbfd0d8525c84)] -> xpath: //select[@name='DateOfBirthMonth']]
2022-05-15 20:05:453 INFO  RegisterPage :118 - Enter year of birth details:1987[[ChromeDriver: chrome on WINDOWS (5cf18824213b84add44cbfd0d8525c84)] -> xpath: //select[@name='DateOfBirthYear']]
